Company Name,Location,Detail,Status Rocket, Rocket,Status Mission,Country of Launch,Companys Country of Origin,Private or State Run,DateTime,Year,Month,Day,Date,Time
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",PSLV-G | Cartosat-1 & HAMSAT,StatusRetired,25.0 ,Success,India,India,S,2005-05-05 04:45:00+00:00,2005,05,05,05/05/2005,04:45
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(405)B | NROL-16 (Onyx),StatusRetired,,Success,USA,USA,P,2005-04-30 00:50:00+00:00,2005,04,30,30/04/2005,00:50
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Spaceway-1,StatusActive,,Success,Sea Launch,Multi,P,2005-04-26 07:31:00+00:00,2005,04,26,26/04/2005,07:31
Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL | DART,StatusActive,40.0 ,Success,USA,USA,P,2005-04-15 17:27:00+00:00,2005,04,15,15/04/2005,17:27
CASIC,"LC-2, Xichang Satellite Launch Center, China",Long March 3B | Apstar 6,StatusActive,,Success,China,China,S,2005-04-12 12:00:00+00:00,2005,04,12,12/04/2005,12:00
Northrop,"SLC-8, Vandenberg AFB, California, USA",Minotaur I | XSS-11,StatusActive,40.0 ,Success,USA,USA,P,2005-04-11 13:35:00+00:00,2005,04,11,11/04/2005,13:35
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 431 | Inmarsat-4 F1,StatusActive,130.0 ,Success,USA,USA,P,2005-03-11 21:42:00+00:00,2005,03,11,11/03/2005,21:42
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | XM-3,StatusActive,,Success,Sea Launch,Multi,P,2005-03-01 03:50:00+00:00,2005,03,01,01/03/2005,03:50
MHI,"LA-Y1, Tanegashima Space Center, Japan",H-IIA 2022 | Himawari 6,StatusRetired,,Success,Japan,Japan,P,2005-02-26 09:25:00+00:00,2005,02,26,26/02/2005,09:25
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 ECA | XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",StatusActive,200.0 ,Success,France,Multi,P,2005-02-12 21:03:00+00:00,2005,02,12,12/02/2005,21:03
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIIB | NROL-23 (Intruder 7A & 7B),StatusRetired,,Success,USA,USA,P,2005-02-03 07:41:00+00:00,2005,02,03,03/02/2005,07:41
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2414 & Universitietski,StatusRetired,,Success,Russia,Russia,S,2005-01-20 03:00:00+00:00,2005,01,20,20/01/2005,03:00
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | Deep Impact,StatusRetired,,Success,USA,USA,P,2005-01-12 18:47:00+00:00,2005,01,12,12/01/2005,18:47
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Sich 1M & Micron 1,StatusRetired,,Partial Failure,Russia,Russia,S,2004-12-24 12:00:00+00:00,2004,12,24,24/12/2004,12:00
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",Delta IV Heavy | DemoSat and 3CS-1 & 2,StatusActive,350.0 ,Partial Failure,USA,USA,P,2004-12-21 21:50:00+00:00,2004,12,21,21/12/2004,21:50
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 G+ | Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",StatusRetired,190.0 ,Success,France,Multi,P,2004-12-18 16:26:00+00:00,2004,12,18,18/12/2004,16:26
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 521 | AMC-16,StatusActive,135.0 ,Success,USA,USA,P,2004-12-17 12:07:00+00:00,2004,12,17,17/12/2004,12:07
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7320-10C | Swift,StatusRetired,,Success,USA,USA,P,2004-11-20 17:16:00+00:00,2004,11,20,20/11/2004,17:16
CASIC,"LC-3, Xichang Satellite Launch Center, China",Long March 2C | Shiyan-2,StatusActive,30.8 ,Success,China,China,S,2004-11-18 10:45:00+00:00,2004,11,18,18/11/2004,10:45
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Soyuz 2.1a | Demo Flight,StatusActive,48.5 ,Success,Russia,Russia,S,2004-11-08 18:29:00+00:00,2004,11,08,08/11/2004,18:29
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-13,StatusRetired,,Success,USA,USA,P,2004-11-06 05:39:00+00:00,2004,11,06,06/11/2004,05:39
CASIC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | Ziyuan ll-03,StatusActive,64.68 ,Success,China,China,S,2004-11-06 03:10:00+00:00,2004,11,06,06/11/2004,03:10
CASIC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Fengyun-2C,StatusActive,69.7 ,Success,China,China,S,2004-10-19 01:20:00+00:00,2004,10,19,19/10/2004,01:20
CASIC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2D | FSW-3 No.2,StatusActive,29.75 ,Success,China,China,S,2004-09-27 08:00:00+00:00,2004,09,27,27/09/2004,08:00
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2408 and 2409,StatusRetired,,Success,Russia,Russia,S,2004-09-23 15:07:00+00:00,2004,09,23,23/09/2004,15:07
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk I | GSAT-3,StatusRetired,47.0 ,Success,India,India,S,2004-09-20 10:31:00+00:00,2004,09,20,20/09/2004,10:31
CASIC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | Shijian-6A & 6B,StatusActive,64.68 ,Success,China,China,S,2004-09-08 23:14:00+00:00,2004,09,08,08/09/2004,23:14
IAI,"Pad 1, Palmachim Airbase, Israel",Shavit-1 | Ofek-6,StatusRetired,,Failure,Israel,Isreal,S,2004-09-06 00:00:00+00:00,2004,09,06,06/09/2004,00:00
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | NROL-1,StatusRetired,,Success,USA,USA,P,2004-08-31 23:17:00+00:00,2004,08,31,31/08/2004,23:17
CASIC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2C | FSW-4 No.1,StatusActive,30.8 ,Success,China,China,S,2004-08-29 07:50:00+00:00,2004,08,29,29/08/2004,07:50
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925H | MESSENGER,StatusRetired,,Success,USA,USA,P,2004-08-03 06:15:00+00:00,2004,08,03,03/08/2004,06:15
CASIC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 2C | Double Star 2,StatusActive,30.8 ,Success,China,China,S,2004-07-25 07:05:00+00:00,2004,07,25,25/07/2004,07:05
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2407,StatusRetired,,Success,Russia,Russia,S,2004-07-22 17:46:00+00:00,2004,07,22,22/07/2004,17:46
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G+ | Anik F2,StatusRetired,190.0 ,Success,France,Multi,P,2004-07-18 00:44:00+00:00,2004,07,18,18/07/2004,00:44
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7920-10L | Aura,StatusRetired,,Success,USA,USA,P,2004-07-15 10:02:00+00:00,2004,07,15,15/07/2004,10:02
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Dnepr | DEMETER & Others,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2004-06-29 06:30:00+00:00,2004,06,29,29/06/2004,06:30
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Telstar 18,StatusActive,,Success,Sea Launch,Multi,P,2004-06-29 03:58:00+00:00,2004,06,29,29/06/2004,03:58
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-12,StatusRetired,,Success,USA,USA,P,2004-06-23 22:54:00+00:00,2004,06,23,23/06/2004,22:54
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 2406,StatusRetired,,Success,Kazakhstan,Russia,S,2004-06-10 01:28:00+00:00,2004,06,10,10/06/2004,01:28
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 2405,StatusRetired,,Success,Kazakhstan,Russia,S,2004-05-28 06:00:00+00:00,2004,05,28,28/05/2004,06:00
Northrop,"SLC-576E, Vandenberg AFB, California, USA",Minotaur C (Taurus) | ROCSAT-2,StatusActive,45.0 ,Success,USA,USA,P,2004-05-20 17:47:00+00:00,2004,05,20,20/05/2004,17:47
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | DirecTV-7S,StatusActive,,Success,Sea Launch,Multi,P,2004-05-04 12:41:00+00:00,2004,05,04,04/05/2004,12:41
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7920-10C | Gravity Probe B,StatusRetired,,Success,USA,USA,P,2004-04-20 16:57:00+00:00,2004,04,20,20/04/2004,16:57
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIAS | AMC-11,StatusRetired,,Success,USA,USA,P,2004-04-19 22:22:00+00:00,2004,04,19,19/04/2004,22:22
CASIC,"LC-3, Xichang Satellite Launch Center, China",Long March 2C | Shiyan-1 & Nano Satellite 1,StatusActive,30.8 ,Success,China,China,S,2004-04-18 15:59:00+00:00,2004,04,18,18/04/2004,15:59
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Superbird 6,StatusRetired,,Success,USA,USA,P,2004-04-16 00:45:00+00:00,2004,04,16,16/04/2004,00:45
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-11,StatusRetired,,Success,USA,USA,P,2004-03-20 17:53:00+00:00,2004,03,20,20/03/2004,17:53
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIIA | MBSat,StatusRetired,,Success,USA,USA,P,2004-03-13 05:40:00+00:00,2004,03,13,13/03/2004,05:40
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G+ | Rosetta & Philae,StatusRetired,190.0 ,Success,France,Multi,P,2004-03-02 07:17:00+00:00,2004,03,02,02/03/2004,07:17
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Cosmos 2405 (Molniya-1T n†­174),StatusRetired,,Success,Russia,Russia,S,2004-02-18 07:06:00+00:00,2004,02,18,18/02/2004,07:06
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(402)B | DSP,StatusRetired,,Success,USA,USA,P,2004-02-14 18:50:00+00:00,2004,02,14,14/02/2004,18:50
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | AMC-10,StatusRetired,,Success,USA,USA,P,2004-02-05 23:46:00+00:00,2004,02,05,05/02/2004,23:46
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Telstar 14,StatusActive,,Success,Sea Launch,Multi,P,2004-01-11 04:12:00+00:00,2004,01,11,11/01/2004,04:12
CASIC,"LC-3, Xichang Satellite Launch Center, China",Long March 2C | Double Star 1,StatusActive,30.8 ,Success,China,China,S,2003-12-29 19:06:00+00:00,2003,12,29,29/12/2003,19:06
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-10,StatusRetired,,Success,USA,USA,P,2003-12-21 08:05:00+00:00,2003,12,21,21/12/2003,08:05
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIIB | UHF F/O F11,StatusRetired,,Success,USA,USA,P,2003-12-10 02:30:00+00:00,2003,12,10,10/12/2003,02:30
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Strela | Gruzomaket,StatusRetired,,Success,Kazakhstan,Russia,S,2003-12-05 06:00:00+00:00,2003,12,05,05/12/2003,06:00
Lockheed,"SLC-3E, Vandenberg AFB, California, USA",Atlas IIAS | NROL-18 (Intruder 6A & 6B),StatusRetired,,Success,USA,USA,P,2003-12-02 10:04:00+00:00,2003,12,02,02/12/2003,10:04
MHI,"LA-Y1, Tanegashima Space Center, Japan","H-IIA 2024 | IGS-Optical (2), IGS-Radar (2)",StatusRetired,,Failure,Japan,Japan,P,2003-11-29 04:33:00+00:00,2003,11,29,29/11/2003,04:33
CASIC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Chinasat-20,StatusActive,69.7 ,Success,China,China,S,2003-11-14 16:01:00+00:00,2003,11,14,14/11/2003,16:01
CASIC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Long March 2D | FSW-3 No.1,StatusActive,29.75 ,Success,China,China,S,2003-11-03 07:20:00+00:00,2003,11,03,03/11/2003,07:20
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot/Briz KM | SERVIS-1,StatusRetired,41.8 ,Success,Russia,Germany,S,2003-10-30 13:43:00+00:00,2003,10,30,30/10/2003,13:43
CASIC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | CBERS-2 & Chuangxin 1(01),StatusActive,64.68 ,Success,China,China,S,2003-10-21 03:16:00+00:00,2003,10,21,21/10/2003,03:16
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",Titan II(23)G | USA-172,StatusRetired,35.0 ,Success,USA,USA,P,2003-10-18 16:17:00+00:00,2003,10,18,18/10/2003,16:17
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-G | RESOURCESAT-1 (IRS-P6),StatusRetired,25.0 ,Success,India,India,S,2003-10-17 04:52:00+00:00,2003,10,17,17/10/2003,04:52
CASIC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Long March 2F | Shenzhou 5,StatusActive,,Success,China,China,S,2003-10-15 01:00:00+00:00,2003,10,15,15/10/2003,01:00
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Galaxy-13,StatusActive,,Success,Sea Launch,Multi,P,2003-10-01 04:02:00+00:00,2003,10,01,01/10/2003,04:02
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 G | Insat 3E, eBird-1, SMART-1",StatusRetired,,Success,France,Multi,P,2003-09-27 23:14:00+00:00,2003,09,27,27/09/2003,23:14
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | STSAT 1 & Others,StatusRetired,,Success,Russia,Russia,S,2003-09-27 06:11:00+00:00,2003,09,27,27/09/2003,06:11
CASIC,"Taiyuan Satellite Launch Center, China",Kaituozhe 1 | PS 2,StatusRetired,,Failure,China,China,S,2003-09-16 00:00:00+00:00,2003,09,16,16/09/2003,00:00
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(401)B | NROL-19 (Mentor),StatusRetired,,Success,USA,USA,P,2003-09-09 04:29:00+00:00,2003,09,09,09/09/2003,04:29
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",Delta IV Medium | DSCS-3 B6,StatusRetired,133.0 ,Success,USA,USA,P,2003-08-29 23:13:00+00:00,2003,08,29,29/08/2003,23:13
AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil","VLS-1 | SATEC, UNOSAT",StatusActive,,Prelaunch Failure,Brazil,Brazil,S,2003-08-25 00:00:00+00:00,2003,08,25,25/08/2003,00:00
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7920H | Spitzer Space Telescope,StatusRetired,,Success,USA,USA,P,2003-08-25 05:35:00+00:00,2003,08,25,25/08/2003,05:35
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2400 and 2401,StatusRetired,,Success,Russia,Russia,S,2003-08-19 10:50:00+00:00,2003,08,19,19/08/2003,10:50
Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL | SCISAT-1,StatusActive,40.0 ,Success,USA,USA,P,2003-08-13 02:09:00+00:00,2003,08,13,13/08/2003,02:09
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | EchoStar 9,StatusActive,,Success,Sea Launch,Multi,P,2003-08-08 00:00:00+00:00,2003,08,08,08/08/2003,00:00
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 521 | Rainbow 1,StatusActive,135.0 ,Success,USA,USA,P,2003-07-17 23:45:00+00:00,2003,07,17,17/07/2003,23:45
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925H | Opportunity,StatusRetired,,Success,USA,USA,P,2003-07-08 03:18:00+00:00,2003,07,08,08/07/2003,03:18
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot/Briz KM | Monitor-E GVM & Others,StatusRetired,41.8 ,Success,Russia,Germany,S,2003-06-30 14:15:00+00:00,2003,06,30,30/06/2003,14:15
Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL | OrbView-3,StatusActive,40.0 ,Success,USA,USA,P,2003-06-26 18:55:00+00:00,2003,06,26,26/06/2003,18:55
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­173,StatusRetired,,Success,Russia,Russia,S,2003-06-19 20:00:00+00:00,2003,06,19,19/06/2003,20:00
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | Optus C1 & BSAT-2c,StatusRetired,,Success,France,Multi,P,2003-06-11 22:38:00+00:00,2003,06,11,11/06/2003,22:38
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | Spirit,StatusRetired,,Success,USA,USA,P,2003-06-10 17:58:00+00:00,2003,06,10,10/06/2003,17:58
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Thuraya-2,StatusActive,,Success,Sea Launch,Multi,P,2003-06-10 13:55:00+00:00,2003,06,10,10/06/2003,13:55
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2398,StatusRetired,,Success,Russia,Russia,S,2003-06-04 19:23:00+00:00,2003,06,04,04/06/2003,19:23
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Soyuz FG/Fregat | Mars Express,StatusRetired,,Success,Kazakhstan,Russia,S,2003-06-02 17:45:00+00:00,2003,06,02,02/06/2003,17:45
CASIC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Beidou-1C,StatusActive,69.7 ,Success,China,China,S,2003-05-24 16:34:00+00:00,2003,05,24,24/05/2003,16:34
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 401 | HellasSat-2,StatusActive,109.0 ,Success,USA,USA,P,2003-05-13 22:10:00+00:00,2003,05,13,13/05/2003,22:10
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-V / M-25 | Hayabusa,StatusRetired,,Success,Japan,Japan,S,2003-05-09 04:29:00+00:00,2003,05,09,09/05/2003,04:29
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk I | GSAT-2,StatusRetired,47.0 ,Success,India,India,S,2003-05-08 11:28:00+00:00,2003,05,08,08/05/2003,11:28
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",Pegasus XL | GALEX,StatusActive,40.0 ,Success,USA,USA,P,2003-04-28 12:00:00+00:00,2003,04,28,28/04/2003,12:00
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIIB | AsiaSat 4,StatusRetired,,Success,USA,USA,P,2003-04-12 00:47:00+00:00,2003,04,12,12/04/2003,00:47
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | INSAT-3A & Galaxy 12,StatusRetired,,Success,France,Multi,P,2003-04-09 22:52:00+00:00,2003,04,09,09/04/2003,22:52
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(401)B | Milstar DFS-6,StatusRetired,,Success,USA,USA,P,2003-04-08 13:43:00+00:00,2003,04,08,08/04/2003,13:43
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-1T n†­172,StatusRetired,,Success,Russia,Russia,S,2003-04-02 01:53:00+00:00,2003,04,02,02/04/2003,01:53
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-9,StatusRetired,,Success,USA,USA,P,2003-03-31 22:09:00+00:00,2003,03,31,31/03/2003,22:09
MHI,"LA-Y1, Tanegashima Space Center, Japan","H-IIA 2024 | IGS-Optical 1, IGS-Radar 1",StatusRetired,,Success,Japan,Japan,P,2003-03-28 01:27:00+00:00,2003,03,28,28/03/2003,01:27
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",Delta IV Medium | DSCS-3 A3,StatusRetired,133.0 ,Success,USA,USA,P,2003-03-11 00:59:00+00:00,2003,03,11,11/03/2003,00:59
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | Intelsat 907,StatusRetired,,Success,France,Multi,P,2003-02-15 07:00:00+00:00,2003,02,15,15/02/2003,07:00
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-8,StatusRetired,,Success,USA,USA,P,2003-01-29 18:06:00+00:00,2003,01,29,29/01/2003,18:06
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",Pegasus XL | SORCE,StatusActive,40.0 ,Success,USA,USA,P,2003-01-25 20:13:00+00:00,2003,01,25,25/01/2003,20:13
NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Columbia | STS-107,StatusRetired,450.0 ,Failure,USA,USA,S,2003-01-16 15:39:00+00:00,2003,01,16,16/01/2003,15:39
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7320-10C | ICESat / CHIPSat,StatusRetired,,Success,USA,USA,P,2003-01-13 00:45:00+00:00,2003,01,13,13/01/2003,00:45
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",Titan II(23)G | Coriolis,StatusRetired,35.0 ,Success,USA,USA,P,2003-01-06 14:19:00+00:00,2003,01,06,06/01/2003,14:19
CASIC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Long March 2F | Shenzhou 4,StatusActive,,Success,China,China,S,2002-12-29 16:40:00+00:00,2002,12,29,29/12/2002,16:40
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 2393,StatusRetired,,Success,Russia,Russia,S,2002-12-24 12:20:00+00:00,2002,12,24,24/12/2002,12:20
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Dnepr | Rubin 2 & Others,StatusRetired,29.0 ,Success,Kazakhstan,Russia,S,2002-12-20 00:00:00+00:00,2002,12,20,20/12/2002,00:00
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | NSS-6,StatusRetired,,Success,France,Multi,P,2002-12-17 23:04:00+00:00,2002,12,17,17/12/2002,23:04
MHI,"LA-Y1, Tanegashima Space Center, Japan","H-IIA 202 | Midori 2, WEOS & Others",StatusActive,90.0 ,Success,Japan,Japan,P,2002-12-14 01:31:00+00:00,2002,12,14,14/12/2002,01:31
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 ECA | Hot Bird 7, Stentor, MFD-A, MFD-B",StatusActive,200.0 ,Failure,France,Multi,P,2002-12-11 22:22:00+00:00,2002,12,11,11/12/2002,22:22
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | TDRS-J,StatusRetired,,Success,USA,USA,P,2002-12-05 02:42:00+00:00,2002,12,05,05/12/2002,02:42
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Cosmos-3M (11K65M) | AlSat 1, Mozhayets 4 & Rubin 3-DSI",StatusRetired,,Success,Russia,Russia,S,2002-11-28 06:07:00+00:00,2002,11,28,28/11/2002,06:07
NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Endeavour | STS-113,StatusRetired,450.0 ,Success,USA,USA,S,2002-11-24 00:49:00+00:00,2002,11,24,24/11/2002,00:49
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Delta IV Medium+ (4,2) | Eutelsat W5",StatusRetired,164.0 ,Success,USA,USA,P,2002-11-20 22:39:00+00:00,2002,11,20,20/11/2002,22:39
CASIC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | Ziyuan ll-02,StatusActive,64.68 ,Success,China,China,S,2002-10-27 03:17:00+00:00,2002,10,27,27/10/2002,03:17
NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-112,StatusRetired,450.0 ,Success,USA,USA,S,2002-10-07 19:45:00+00:00,2002,10,07,07/10/2002,19:45
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Nadiezhda-M n†­1,StatusRetired,,Success,Russia,Russia,S,2002-09-26 14:27:00+00:00,2002,09,26,26/09/2002,14:27
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Hispasat 1D,StatusRetired,,Success,USA,USA,P,2002-09-18 22:04:00+00:00,2002,09,18,18/09/2002,22:04
CASIC,"Taiyuan Satellite Launch Center, China",Kaituozhe 1 | PS 1,StatusRetired,,Failure,China,China,S,2002-09-15 00:00:00+00:00,2002,09,15,15/09/2002,00:00
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",PSLV-G | C4 - MetSat-1 (Kalpana-1),StatusRetired,25.0 ,Success,India,India,S,2002-09-12 10:23:00+00:00,2002,09,12,12/09/2002,10:23
MHI,"LA-Y1, Tanegashima Space Center, Japan",H-IIA 2024 | USERS & Kodama,StatusRetired,,Success,Japan,Japan,P,2002-09-10 08:20:00+00:00,2002,09,10,10/09/2002,08:20
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | Intelsat 906,StatusRetired,,Success,France,Multi,P,2002-09-06 06:44:00+00:00,2002,09,06,06/09/2002,06:44
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 G | Atlantic Bird 1, MSG-1, MFD",StatusRetired,,Success,France,Multi,P,2002-08-28 22:45:00+00:00,2002,08,28,28/08/2002,22:45
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",Atlas V 401 | Hot Bird 6,StatusActive,109.0 ,Success,USA,USA,P,2002-08-21 22:05:00+00:00,2002,08,21,21/08/2002,22:05
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2390 and 2391,StatusRetired,,Success,Russia,Russia,S,2002-07-08 06:35:00+00:00,2002,07,08,08/07/2002,06:35
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Ariane 42P | SPOT-5, IDEFIX",StatusRetired,,Success,France,Multi,P,2002-07-05 23:02:00+00:00,2002,07,05,05/07/2002,23:02
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7425 | CONTOUR,StatusRetired,,Success,USA,USA,P,2002-07-03 06:47:00+00:00,2002,07,03,03/07/2002,06:47
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | Stellat-5 & NStar-C,StatusRetired,,Success,France,Multi,P,2002-07-02 23:22:00+00:00,2002,07,02,02/07/2002,23:22
